UMPD CASENUMBER,OCCURRED DATE TIMELOCATION,REPORT DATE TIME,TYPE,DISPOSITION,LOCATION,BUILDING,LAT,LONG
2015-00057598,2015-12-23 22:26:00,2015-12-23 22:26:00,Warrant/Summons Service,Arrest,Frat Row,,38.983213,-76.9353574
2015-00057623,2015-12-23 23:21:00,2015-12-23 23:21:00,Traffic Arrest,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2015-00057721,2015-12-24 10:50:00,2015-12-24 17:40:00,Assist Other Agency (Title IX Related),CBE,4600 block of Knox Rd,,38.980069,-76.93436059999998
2015-00057729,2015-12-24 18:33:00,2015-12-24 18:33:00,Warrant/Summons Service,Arrest,Rossborough La,,38.9852184,-76.93405159999998
2015-00057787,2015-12-24 22:55:00,2015-12-24 22:55:00,Traffic Offense,CBE,Baltimore Ave,,38.997626200000006,-76.9315953
2015-00057924,2015-12-25 20:10:00,2015-12-25 20:10:00,Alarm,CBE,4418 Stadium Dr,Chemical & Nuclear Engineering,38.990413700000005,-76.9391677
2015-00057933,2015-12-25 21:15:00,2015-12-25 21:15:00,Trespassing,Arrest,College Ave,,38.9804379,-76.9303192
2015-00057971,2015-12-26 02:01:00,2015-12-26 02:01:00,DWI/DUI,Arrest,University Bl,,39.0006468,-76.9413438
2015-00058022,2015-12-26 14:28:00,2015-12-26 16:02:00,Injured/Sick Person,CBE,4128 Valley Dr,"Eppley Recreation Center, ERC",38.9929529,-76.9441866
2015-00058039,2015-12-26 19:42:00,2015-12-26 19:42:00,Trespassing,Arrest,4065 Campus Dr,"H.J. Patterson Hall, HJ Patterson Hall",38.987534000000004,-76.9431043
2015-00058060,2015-12-26 23:04:00,2015-12-26 23:04:00,CDS Violation,CBE,48th Ave,,39.00088179999999,-76.9293363
2015-00058077,2015-12-27 01:14:00,2015-12-27 01:14:00,Suspicious Person/Auto,Active/Pending,Beechwood Rd,,38.9738938,-76.9359204
2015-00058085,2015-12-27 02:18:00,2015-12-27 02:18:00,Assault,Arrest,Lot GG1,,38.9896143,-76.9357629
2015-00058088,2015-12-27 03:30:00,2015-12-27 03:30:00,DWI/DUI,Arrest,7569 Baltimore Ave,"Pocomoke Building, Police, UMDPS, UMPD",38.982924,-76.9375941
2015-00058290,2015-12-27 23:26:00,2015-12-27 23:26:00,CDS Violation,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2015-00058406,2015-01-28 10:13:00,2015-12-28 10:13:00,Traffic Arrest,Arrest,Adelphi Rd,,38.99425979999999,-76.96025429999999
2015-00058671,2015-12-29 22:32:00,2015-12-29 22:32:00,CDS Violation,Arrest,Stadium Dr,,38.990556299999994,-76.94457369999998
2015-00058726,2015-12-30 01:19:00,2015-12-30 01:19:00,DWI/DUI,Arrest,Princeton Ave,,38.9808479,-76.9349934
2015-00058847,2015-12-30 20:02:00,2015-12-30 20:02:00,CDS Violation,Arrest,Dartmouth Ave,,38.977599,-76.9313559
2015-00058915,2015-12-31 00:17:00,2015-12-31 00:17:00,DWI/DUI,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2015-00058933,2015-12-31 03:00:00,2015-12-31 03:00:00,DWI/DUI,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2015-00059003,2015-12-31 16:12:00,2015-12-31 16:12:00,Damage to State Property,CBE,4066 Campus Dr,Bioscience Research Building,38.987534000000004,-76.9431043
2015-00059020,2015-12-30 12:30:00,2015-12-31 18:50:00,Burglary,Suspended,3942 Campus Dr,Benjamin Building,38.9866963,-76.94694759999999
2015-00059088,2015-12-31 23:37:00,2015-12-31 23:37:00,CDS Violation,CBE,Regents Dr,,38.987435600000005,-76.9399595
2014-00000021,2013-12-31 21:30:00,2014-01-01 04:22:00,Other Incident,CBE,4318 Knox Rd,Commons 3,38.9815781,-76.9405551
2014-00000046,2013-12-31 00:00:00,2014-01-01 11:49:00,Vandalism,Suspended,4250 Knox Rd,Commons 2,38.9826669,-76.942871
2014-00000115,2013-12-31 04:00:00,2014-01-02 03:17:00,Burglary,Suspended,44 Chapel Dr,Skinner Building,38.9841606,-76.94099000000001
2014-00000171,2013-11-24 17:00:00,2014-01-02 16:29:00,Theft,Unfounded,68 Farm Dr,,38.991374,-76.9408527
2014-00000238,2014-01-03 04:10:00,2014-01-03 04:35:00,Accident - Departmental,CBE,University Bl,,39.0006468,-76.9413438
2014-00000243,2014-01-03 05:00:00,2014-01-03 06:00:00,Damage to State Property,CBE,417 Union Dr,Knight Hall,38.98718710000001,-76.94783879999999
2014-00000258,2013-12-23 22:00:00,2014-01-03 10:31:00,Theft,Suspended,380 block of Stadium Dr,,38.990556299999994,-76.94457369999998
2014-00000269,2013-10-01 12:00:00,2014-01-03 12:46:00,Theft,Suspended,24 Lehigh Rd,,38.98147120000001,-76.9398345
2014-00000275,2014-01-03 15:07:00,2014-01-03 15:07:00,Warrant/Summons Service,Arrest,Adelphi Rd,,38.99425979999999,-76.96025429999999
2014-00000296,2014-01-03 17:56:00,2014-01-03 17:56:00,Warrant/Summons Service,Arrest,Adelphi Rd,,38.99425979999999,-76.96025429999999
2014-00000349,2014-01-03 22:38:00,2014-01-03 22:38:00,DWI/DUI,Arrest,University Bl,,39.0006468,-76.9413438
2014-00000400,2014-01-04 02:59:00,2014-01-04 02:59:00,DWI/DUI,Arrest,8150 Baltimore Ave,"Looney's Pub, The Varsity",38.9914779,-76.9343642
2014-00000491,2014-01-04 13:59:00,2014-01-04 13:59:00,CDS Violation,Arrest,Adelphi Rd,,38.99425979999999,-76.96025429999999
2014-00000503,2014-01-04 11:30:00,2014-01-04 15:26:00,Damage to State Property,CBE,259 Farm Dr,"La Plata Hall, laplata hall",38.991484899999996,-76.9439068
2014-00000509,2014-01-04 16:15:00,2014-01-04 16:18:00,Assist Other Agency,CBE,Lot 2g,,38.994511700000004,-76.94747209999998
2014-00000510,2014-01-04 16:30:00,2014-01-04 16:33:00,DWI/DUI,Arrest,University Bl,,39.0006468,-76.9413438
2014-00000518,2014-01-04 14:00:00,2014-01-04 17:58:00,Lost Property,CBE,202 Regents Dr,"DOTS, Lot 5, PG2, Regents Drive Parking Garage, WAM Lab",38.9896849,-76.94144229999998
2014-00000560,2014-01-04 19:30:00,2014-01-05 00:15:00,Damage to State Property,CBE,88 Campus Dr,Martin Hall,38.984171200000006,-76.9493748
2014-00000588,2014-01-05 06:12:00,2014-01-05 06:12:00,CDS Violation,Arrest,Hartwick Rd,,38.979669200000004,-76.9384512
2014-00000710,2014-01-05 21:42:00,2014-01-05 21:42:00,CDS Violation,Arrest,University Bl,,39.0006468,-76.9413438
2014-00000754,2014-01-03 07:00:00,2014-01-06 09:10:00,Other Incident,CBE,3 Fraternity Row,"Frat 3, Tau Kappa Epsilon Fraternity",38.984621600000004,-76.93563139999998
2014-00000766,2014-01-05 16:00:00,2014-01-06 09:59:00,Vandalism,Suspended,6801 Preinkert Dr,Commons 7,38.9815468,-76.94465670000001
2014-00000780,2013-10-18 00:00:00,2014-01-06 11:18:00,Other Incident,Active/Pending,3 Rossborough La,Service Building,38.9853344,-76.93526539999998
2014-00000786,2014-01-03 08:00:00,2014-01-06 12:46:00,Vandalism,Suspended,46 Chapel Dr,Marie Mount Hall,38.9841606,-76.94099000000001
2014-00000800,2014-01-06 14:22:00,2014-01-06 14:22:00,CDS Violation,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2014-00000802,2014-01-04 10:00:00,2014-01-06 14:23:00,Stolen Motor Vehicle,Unfounded,3400 block of Tulane Dr,,38.9849015,-76.9585961
2014-00000809,2013-01-01 00:00:00,2014-01-06 16:30:00,Dept Property Damage/Loss,CBE,7101 51st Ave,"Litton, Police Services & Training Facility",38.976136700000005,-76.92536170000001
2014-00000987,2014-01-07 23:30:00,2014-01-07 23:30:00,CDS Violation,Arrest,2930 University Bl,Archery Range,38.9855402,-76.9554247
2014-00001010,2013-01-01 12:00:00,2014-01-08 06:12:00,Dept Property Damage/Loss,CBE,3 Rossborough La,Service Building,38.9853344,-76.93526539999998
2014-00001017,2014-01-08 08:35:00,2014-01-08 08:35:00,Traffic Arrest,Arrest,Metzerott Rd,,39.0015427,-76.94838990000001
2014-00001019,2014-01-08 09:11:00,2014-01-08 09:11:00,Found/Recovered Property,CBE,77 Regents Dr,Main Administration Building,38.9904841,-76.94068100000001
2014-00001025,2014-01-08 10:15:00,2014-01-08 10:37:00,Damage to State Property,CBE,37 Chapel Dr,Shoemaker Building,38.9841606,-76.94099000000001
2014-00001027,2014-01-08 11:20:00,2014-01-08 11:21:00,Damage to State Property,CBE,166 Stadium Dr,Golf Course Club House,38.9909686,-76.95488259999998
2014-00001029,2014-01-06 17:00:00,2014-01-08 12:06:00,Injured/Sick Person,CBE,3 Rossborough La,Service Building,38.9853344,-76.93526539999998
2014-00001057,2014-01-08 18:08:00,2014-01-08 18:08:00,Injured/Sick Person,CBE,348 Ehrensberger Dr,UMUC Hotel,38.9869361,-76.95497309999998
2014-00001059,2014-01-08 19:10:00,2014-01-08 19:10:00,Injured/Sick Person,CBE,15 Lehigh Rd,Calvert Hall,38.9816009,-76.9388536
2014-00001134,2014-01-09 11:12:00,2014-01-09 11:12:00,Assist Other Agency,CBE,8100 block of Baltimore Ave,,38.9886934,-76.93515339999998
2014-00001141,2014-01-09 13:30:00,2014-01-09 13:33:00,Recovered Stolen Motor Vehicle,Arrest,7300 Baltimore Ave,"College Park Shopping Center, CVS",38.9798863,-76.93837490000001
2014-00001159,2014-01-09 17:45:00,2014-01-09 17:51:00,Damage to State Property,CBE,255 Valley Dr,"HHP, PERH, Public Health, School of Public Health Building",38.9930708,-76.94819439999998
2014-00001204,2014-01-10 00:56:00,2014-01-10 00:56:00,DWI/DUI,Arrest,Adelphi Rd,,38.99425979999999,-76.96025429999999
2014-00001209,2014-01-10 01:20:00,2014-01-10 01:20:00,CDS Violation,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2014-00001237,2014-01-10 11:12:00,2014-01-10 11:12:00,Injured/Sick Person,CBE,386 Stadium Dr,"Clarice Smith Performing Arts Center, CSPAC",38.990556299999994,-76.94457369999998
2014-00001250,2013-12-20 17:00:00,2014-01-10 17:38:00,Stolen Motor Vehicle,Suspended,Lot 1b,,38.9884046,-76.9494025
2014-00001299,2014-01-11 01:06:00,2014-01-11 01:06:00,DWI/DUI,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2014-00001379,2014-01-11 14:50:00,2014-01-11 14:50:00,Alarm,CBE,90 Stadium Dr,Chemical & Nuclear Engineering,38.990556299999994,-76.94457369999998
2014-00001432,2014-01-12 00:45:00,2014-01-12 00:45:00,DWI/DUI,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2014-00001440,2014-01-12 01:33:00,2014-01-12 01:33:00,DWI/DUI,Arrest,166 Stadium Dr,Golf Course Club House,38.9909686,-76.95488259999998
2014-00001459,2014-01-12 03:42:00,2014-01-12 03:42:00,Trespassing,Arrest,Campus Dr,,38.9886616,-76.9350786
2014-00001525,2014-01-12 13:36:00,2014-01-12 13:36:00,Traffic Arrest,Arrest,9000 block of Baltimore Ave,,38.999249,-76.93137080000002
2014-00001620,2014-01-12 23:52:00,2014-01-12 23:52:00,CDS Violation,Arrest,8 Regents Dr,Annapolis Hall,38.9904841,-76.94068100000001
2014-00001674,2014-01-13 08:49:00,2014-01-13 08:49:00,Injured/Sick Person,CBE,419 Denton Dr,Oakland Hall,38.9932509,-76.9494057
2014-00001676,2014-01-09 17:00:00,2014-01-13 09:33:00,Burglary,Suspended,201 Rossborough La,"Leonardtown #201, Leonardtown Office Building",38.9847216,-76.9332304
2014-00001875,2014-01-14 20:39:00,2014-01-14 20:39:00,CDS Violation,Arrest,Frat Row,,38.983213,-76.9353574
2014-00001960,2014-01-10 22:15:00,2014-01-15 11:27:00,Damage to State Property,CBE,3 Rossborough La,Service Building,38.9853344,-76.93526539999998
2014-00002029,2014-01-15 21:34:00,2014-01-15 21:34:00,CDS Violation,Arrest,Berwyn Rd,,38.9943768,-76.92416469999998
2014-00002031,2014-01-15 21:46:00,2014-01-15 21:46:00,CDS Violation,Arrest,University Bl,,39.0006468,-76.9413438
2014-00002084,2014-01-15 08:00:00,2014-01-16 11:26:00,Vandalism,Suspended,4230 Knox Rd,Commons 1,38.982288700000005,-76.94293409999999
2014-00002106,2014-01-16 17:00:00,2014-01-16 17:00:00,CDS Violation,Arrest,194 Paint Branch Pkwy,MFRI Complex,38.9994265,-76.93269169999998
2014-00002107,2013-12-20 12:00:00,2014-01-16 16:19:00,Fraud,Suspended,4300 block of Knox Rd,,38.9811167,-76.94200749999999
2014-00002206,2014-01-17 01:19:00,2014-01-17 01:19:00,Warrant/Summons Service,Arrest,Delaware St,,39.0045535,-76.92611
2014-00002209,2014-01-17 01:35:00,2014-01-17 01:35:00,Assist Other Agency,CBE,Knox Rd,,38.9807378,-76.93726699999998
2014-00002212,2014-01-17 02:39:00,2014-01-17 02:39:00,DWI/DUI,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2014-00002237,2014-01-16 19:30:00,2014-01-17 08:31:00,Other Incident,Unfounded,50 Azalea Ln,,38.9937847,-76.8928573
2014-00002280,2014-01-17 14:30:00,2014-01-17 14:45:00,Theft,Suspended,160 block of Campus Dr,,38.984345899999994,-76.9325675
2014-00002301,2014-01-17 17:30:00,2014-01-17 17:30:00,Warrant/Summons Service,Arrest,University Bl,,39.0006468,-76.9413438
2014-00002302,2014-01-17 17:36:00,2014-01-17 17:36:00,DWI/DUI,Arrest,University Bl,,39.0006468,-76.9413438
2014-00002374,2014-01-17 23:35:00,2014-01-17 23:35:00,DWI/DUI,Arrest,University Bl,,39.0006468,-76.9413438
2014-00002411,2014-01-18 02:03:00,2014-01-18 02:03:00,Warrant/Summons Service,Arrest,Campus Dr,,38.9886616,-76.9350786
2014-00002414,2014-01-18 02:34:00,2014-01-18 02:34:00,DWI/DUI,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2014-00002451,2014-01-18 10:25:00,2014-01-18 10:25:00,Traffic Arrest,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2014-00002548,2014-01-18 23:41:00,2014-01-18 23:41:00,DWI/DUI,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2014-00002585,2014-01-19 02:39:00,2014-01-19 02:39:00,DWI/DUI,Arrest,404 Mowatt La,"Lot 19, Lot U2, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5",38.9822472,-76.947075
2014-00002590,2014-01-19 03:00:00,2014-01-19 03:15:00,Other Incident,CBE,298 Paint Branch Dr,Paint Branch Gate,38.995469899999996,-76.9415131
2014-00002697,2014-01-19 18:16:00,2014-01-19 18:16:00,Emergency Petition,CBE,9 Chapel Dr,"Chapel, Memorial Chapel",38.9841606,-76.94099000000001
2014-00002735,2014-01-19 23:41:00,2014-01-19 23:41:00,Traffic Arrest,Arrest,University Bl,,39.0006468,-76.9413438
2014-00002865,2014-01-20 14:12:00,2014-01-20 14:12:00,Accident - Departmental,CBE,140 Campus Dr,Health Center,38.9872479,-76.944627
2014-00002885,2014-01-20 16:49:00,2014-01-20 16:49:00,Warrant/Summons Service,Arrest,University Bl,,39.0006468,-76.9413438
2014-00002895,2014-01-19 18:16:00,2014-01-20 18:38:00,Injured Officer,CBE,Chapel Field,,38.984615000000005,-76.94246389999998
2014-00002942,2014-01-21 02:13:00,2014-01-21 02:13:00,DWI/DUI,Arrest,7500 block of Yale Ave,,38.981806899999995,-76.93627479999998
2014-00003022,2014-01-22 11:28:00,2014-01-22 11:28:00,Other Incident,CBE,254 Denton Dr,Elkton Hall,38.9921419,-76.89931849999998
2014-00003043,2014-01-22 15:07:00,2014-01-22 15:07:00,Suspicious Person/Auto,Suspended,797 Greenmeade Dr,"Laboratory for Telecommunication Sciences, LTS",39.0038166,-76.9428823
2014-00003089,2014-01-22 20:50:00,2014-01-22 21:00:00,Damage to State Property,CBE,224 Farm Dr,Computer & Space Sciences Building,38.991484899999996,-76.9439068
2014-00003150,2014-01-23 08:50:00,2014-01-23 08:53:00,Accident - Departmental,CBE,Paint Branch Pky/ Old Calvert Rd,,38.9746395,-76.9171291
2014-00003167,2014-01-23 11:44:00,2014-01-23 11:44:00,Damage to State Property,CBE,381 Denton Dr,Center for Young Children,38.9932509,-76.9494057
2014-00003168,2014-01-23 12:03:00,2014-01-23 12:03:00,Injured/Sick Person,CBE,381 Denton Dr,Center for Young Children,38.9932509,-76.9494057
2014-00003173,2014-01-23 13:15:00,2014-01-23 13:19:00,Injured/Sick Person,CBE,381 Denton Dr,Center for Young Children,38.9932509,-76.9494057
2014-00003174,2014-01-23 13:49:00,2014-01-23 13:49:00,Recovered Stolen Motor Vehicle,Arrest,297 Stadium Dr,West Gate,38.990556299999994,-76.94457369999998
2014-00003180,2014-01-23 12:00:00,2014-01-23 16:12:00,Damage to State Property,CBE,259 Farm Dr,"La Plata Hall, laplata hall",38.991484899999996,-76.9439068
2014-00003209,2014-01-23 23:31:00,2014-01-23 23:31:00,DWI/DUI,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2014-00003219,2014-01-24 00:33:00,2014-01-24 00:33:00,Traffic Arrest,Arrest,4700 block of Lakeland Rd,,38.9898456,-76.9342834
2014-00003234,2014-01-24 01:49:00,2014-01-24 01:49:00,Recovered Stolen Motor Vehicle,Arrest,6000 block of Queens Chapel Rd,,38.9591852,-76.95760070000001
2014-00003278,2014-01-24 07:00:00,2014-01-24 09:33:00,Dept Property Damage/Loss,CBE,7101 51st Ave,"Litton, Police Services & Training Facility",38.976136700000005,-76.92536170000001
2014-00003308,2014-01-24 09:30:00,2014-01-24 14:51:00,Vandalism,Suspended,4318 Knox Rd,Commons 3,38.9815781,-76.9405551
2014-00003380,2014-01-24 23:51:00,2014-01-24 23:52:00,DWI/DUI,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2014-00003391,2014-01-25 00:33:00,2014-01-25 00:33:00,Alcohol Violation,Arrest,Norwich Rd,,38.9819843,-76.93143599999998
2014-00003410,2014-01-25 02:23:00,2014-01-25 02:23:00,Warrant/Summons Service,CBE,Baltimore Ave,,38.997626200000006,-76.9315953
2014-00003412,2014-01-25 02:28:00,2014-01-25 02:28:00,Recovered Stolen Motor Vehicle,Active/Pending,11 Greenhouse Dr,Motor Transportation Facility,38.9872305,-76.9341864
2014-00003413,2014-01-25 02:52:00,2014-01-25 02:52:00,DWI/DUI,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2014-00003460,2014-01-25 13:15:00,2014-01-25 13:28:00,Other Incident,Suspended,163 Campus Dr,"Stamp Student Union, Student Union, Union",38.984345899999994,-76.9325675
2014-00003464,2014-01-25 14:27:00,2014-01-25 14:27:00,Damage to State Property,CBE,162 Union Dr,"Cole Field House, Cole Student Activities Building, Driscoll Center",38.976066700000004,-76.92334240000001
2014-00003489,2014-01-25 18:51:00,2014-01-25 18:51:00,Damage to State Property,CBE,36 Field House Dr,Plant Sciences Building,38.9887767,-76.94529720000001
2014-00003496,2014-01-25 19:51:00,2014-01-25 19:51:00,DWI/DUI,Arrest,Paint Branch Dr,,38.9948825,-76.93735029999998
2014-00003505,2014-01-25 22:12:00,2014-01-25 22:12:00,Traffic Offense,CBE,Lakeland Rd,,38.9891221,-76.92967940000001
2014-00003540,2014-01-26 01:10:00,2014-01-26 01:10:00,Injured/Sick Person,CBE,163 Campus Dr,"Stamp Student Union, Student Union, Union",38.984345899999994,-76.9325675
2014-00003543,2014-01-26 01:37:00,2014-01-26 01:37:00,Injured/Sick Person,CBE,96 Farm Dr,Cambridge Hall,38.991374,-76.9408527
2014-00003556,2014-01-26 03:03:00,2014-01-26 03:03:00,DWI/DUI,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2014-00003559,2014-01-26 02:30:00,2014-01-26 03:18:00,Injured/Sick Person,CBE,250 Yale Ave,"Leonardtown #250, Leonardtown Community Center",38.98238449999999,-76.93606799999998
2014-00003606,2014-01-25 21:10:00,2014-01-26 13:59:00,Vandalism,Suspended,4230 Knox Rd,Commons 1,38.982288700000005,-76.94293409999999
2014-00003612,2014-01-26 15:17:00,2014-01-26 15:17:00,Damage to State Property,CBE,419 Denton Dr,Oakland Hall,38.9932509,-76.9494057
2014-00003614,2014-01-25 02:00:00,2014-01-26 15:29:00,Theft,Suspended,Umd Shuttle Bus,,38.9955054,-76.93710379999999
2014-00003616,2014-01-24 17:00:00,2014-01-26 15:41:00,Theft,Unfounded,250 block of Stadium Dr,,38.990556299999994,-76.94457369999998
2014-00003701,2014-01-27 01:03:00,2014-01-27 01:03:00,DWI/DUI,Arrest,Paint Branch Py,,38.986825700000004,-76.92633099999998
2014-00003707,2014-01-27 03:00:00,2014-01-27 04:05:00,Injured/Sick Person,CBE,63 Preinkert Dr,,38.98337799999999,-76.94502270000001
2014-00003729,2014-01-27 09:27:00,2014-01-27 09:27:00,Alarm,CBE,344 Azalea Ln,Environmental Service Facility,38.9937847,-76.8928573
2014-00003738,2014-01-27 10:50:00,2014-01-27 10:50:00,CDS Violation,Arrest,Greenbelt Rd,,38.9980549,-76.9173744
2014-00003750,2014-01-27 11:09:00,2014-01-27 12:22:00,Theft,Suspended,84 Campus Dr,,38.984171200000006,-76.9493748
2014-00003751,2014-01-27 12:26:00,2014-01-27 12:26:00,Traffic Arrest,Arrest,Stanford St,,38.9814881,-76.9598555
2014-00003753,2014-01-27 13:00:00,2014-01-27 13:09:00,Shoplifter,Arrest,160 block of Campus Dr,,38.984345899999994,-76.9325675
2014-00003782,2014-01-27 20:01:00,2014-01-27 20:01:00,CDS Violation,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2014-00003785,2014-01-27 15:30:00,2014-01-27 21:31:00,Theft,Unfounded,26 Preinkert Dr,South Campus Dining Hall,38.98337799999999,-76.94502270000001
2014-00003806,2014-01-27 23:21:00,2014-01-27 23:21:00,Traffic Arrest,Arrest,297 Stadium Dr,West Gate,38.990556299999994,-76.94457369999998
2014-00003831,2014-01-28 00:24:00,2014-01-28 00:24:00,DWI/DUI,Arrest,Melbourne Pl,,38.9906763,-76.9333896
2014-00003844,2014-01-28 01:00:00,2014-01-28 01:00:00,Injured/Sick Person,CBE,250 Yale Ave,"Leonardtown #250, Leonardtown Community Center",38.98238449999999,-76.93606799999998
2014-00003846,2014-01-28 01:06:00,2014-01-28 01:06:00,Injured/Sick Person,CBE,254 Denton Dr,Elkton Hall,38.9921419,-76.89931849999998
2014-00003874,2014-01-28 04:17:00,2014-01-28 04:17:00,CDS Violation,Arrest,Baltimore Ave,,38.997626200000006,-76.9315953
2014-00003890,2013-12-26 22:00:00,2014-01-28 08:15:00,Dept Property Damage/Loss,CBE,7101 51st Ave,"Litton, Police Services & Training Facility",38.976136700000005,-76.92536170000001
2014-00003896,2014-01-28 09:15:00,2014-01-28 09:15:00,Warrant/Summons Service,Arrest,Belcrest Rd,,38.96892709999999,-76.95390440000001
2014-00003925,2014-01-28 12:44:00,2014-01-28 12:44:00,Warrant/Summons Service,Arrest,University Bl,,39.0006468,-76.9413438
2014-00003931,2014-01-28 12:30:00,2014-01-28 13:09:00,Theft,Active/Pending,140 block of Mowatt La,,38.9822472,-76.947075
2014-00003981,2014-01-28 18:45:00,2014-01-28 19:11:00,Injured/Sick Person,CBE,68 Farm Dr,"Eppley Recreation Center, ERC",38.991374,-76.9408527
2014-00004015,2014-01-28 16:00:00,2014-01-28 21:28:00,Theft from Auto,Active/Pending,Lot 1b,,38.9884046,-76.9494025
